# Teff logg B vsini
5648 2.431 2.339 26.589
5579 4.135 0.923 54.547
3653 2.333 1.789 3.038
4816 5.162 0.594 40.376
6883 3.37 2.679 16.367
6080 4.695 2.139 25.533
4155 3.649 1.132 35.899
3320 3.844 2.373 11.348
5385 2.812 0.335 49.215
5217 4.88 2.569 32.4
3017 3.089 0.154 29.018
4448 4.417 1.959 45.731
6257 2.613 1.326 14.846
6715 3.938 0.411 6.429
4517 2.905 2.872 51.169
3945 4.6 1.113 19.743
5754 3.557 1.607 36.986
5872 4.106 2.784 49.455
3923 2.926 0.697 11.59
4601 4.579 1.706 35.282
6660 3.389 0.838 24.915
6373 5.041 0.254 17.039
4424 3.115 2.293 41.046
3105 4.391 1.238 2.85
5163 2.453 2.247 54.36
5486 4.861 1.407 37.656
3311 3.67 2.039 20.416
4225 3.824 0.048 50.982
6042 2.645 2.462 6.24
6985 4.297 1.502 15.088
4810 2.36 1.01 45.971
3723 5.135 2.955 28.4
5539 3.208 0.495 31.784
5720 5.231 1.911 4.637
3544 3.301 1.372 56.147
4988 4.204 2.614 17.963
6805 2.264 0.106 41.972
6220 3.916 1.068 34.088
4045 2.74 1.655 23.722
3492 4.766 0.459 47.4
5307 3.578 2.826 9.534
5108 4.486 0.64 27.206
3158 2.545 2.631 30.591
4370 4.949 0.874 13.032
6429 3.02 1.834 43.915
6606 4.672 2.422 52.77
4658 3.485 0.29 8.027
3867 4.01 2.093 38.581
5926 2.833 1.18 21.341
5891 4.364 2.178 31.05
3839 2.479 1.312 27.666
4630 5.027 2.319 43.516
6571 3.129 0.234 12.633
6393 4.548 0.772 8.481
4343 3.421 1.778 53.223
3131 4.084 0.725 20.934
5072 2.947 2.763 38.175
5280 5.12 0.52 56.6
3456 3.224 2.935 5.09
4009 4.271 0.943 41.565
6194 2.385 1.576 17.557
6777 3.804 2.488 24.181
4953 2.665 0.027 34.549
3509 4.829 1.973 9.135
5692 3.703 1.48 47.0
5512 4.739 2.9 20.815
3687 3.604 0.392 38.055
4774 3.902 1.633 5.78
6958 2.754 1.095 50.523
6015 4.173 0.18 46.377
4190 2.296 2.546 15.495
3276 5.209 1.351 31.331
5459 3.322 1.937 27.946
5128 3.995 1.159 11.996
3077 2.849 2.121 49.862
4396 4.646 0.362 24.462
6338 3.51 2.355 34.828
6625 4.929 1.815 41.446
4575 3.04 0.9 17.438
3896 4.454 2.705 53.899
5837 2.578 0.571 2.39
5782 5.002 0.988 29.478
3980 3.154 1.527 32.861
4552 4.339 0.472 14.446
6743 2.504 2.981 45.331
6284 4.062 2.021 51.623
4484 2.969 1.434 6.882
3053 4.526 2.443 36.579
5244 3.443 0.075 19.338
5421 4.246 2.271 3.492
3346 2.41 0.279 54.999
4181 5.095 2.224 15.96
6116 3.249 1.264 39.97
6918 4.807 0.679 36.358
4844 3.725 2.811 25.993
3681 3.782 0.82 48.816
5614 2.687 1.733 10.948
5684 3.877 0.314 39.653
3609 2.779 2.401 22.411
4915 4.714 1.204 52.121
6849 3.629 2.072 7.381
6186 5.187 2.66 13.679
4112 3.344 0.62 44.564
3416 4.151 1.863 26.136
5349 2.318 0.854 29.519
5050 4.621 1.679 48.048
3249 3.535 1.047 10.181
4287 3.97 2.851 33.017
6479 2.874 0.437 22.651
6547 4.432 1.4 19.034
4746 2.6 1.892 43.043
3786 4.907 0.134 3.99
5977 3.062 2.594 55.498
5972 4.902 1.534 19.224
3796 3.067 0.994 36.465
4740 4.44 2.986 6.754
6557 2.592 0.478 51.496
6468 3.964 1.441 45.23
4293 2.88 2.027 14.346
3239 4.625 0.081 32.774
5056 3.531 2.449 29.39
5355 4.158 0.274 10.862
3406 2.312 2.265 48.727
4118 5.184 1.258 25.891
6177 3.347 2.218 36.259
6858 4.719 2.806 39.841
4909 3.624 0.674 15.834
3619 3.869 1.727 54.887
5677 2.788 0.814 3.377
5624 3.776 2.395 29.621
3675 2.692 0.308 26.236
4853 4.815 2.067 44.65
6913 3.717 1.199 13.768
6121 5.089 0.614 7.494
4172 3.255 2.654 52.236
3353 4.25 0.849 22.539
5411 2.406 1.857 39.779
5235 4.533 1.053 55.627
3058 3.436 1.685 4.117
4473 4.059 0.444 43.156
6290 2.972 2.857 19.148
6737 4.344 1.897 22.738
4562 2.499 1.406 33.105
3975 4.994 2.601 10.283
5791 3.163 0.14 48.149
5831 4.465 1.307 38.303
3905 2.567 2.173 21.061
4568 4.927 0.228 53.337
6635 3.042 2.313 8.596
6328 4.647 1.773 12.719
4403 3.509 0.766 43.603
3067 3.986 2.757 27.767
5134 2.858 0.719 31.151
5465 5.208 2.941 47.102
3266 3.323 0.527 9.234
4196 4.183 1.582 34.635
6005 2.286 0.948 24.27
6968 3.891 0.033 17.671
4769 2.765 2.495 41.681
3698 4.741 1.486 5.219
5506 3.602 1.978 56.726
5702 4.84 0.398 27.86
3503 3.692 2.905 31.242
4962 3.801 1.101 15.393
6772 2.667 1.64 46.278
6199 4.272 2.552 50.394
4000 2.384 0.185 5.654
3462 5.111 1.943 37.943
5270 3.234 1.358 20.7
5063 4.083 2.115 2.276
3136 2.948 1.153 53.785
4333 4.558 2.349 17.31
6400 3.411 0.356 41.319
6565 5.016 0.894 34.728
4640 3.14 1.809 24.362
3834 4.366 0.566 49.775
5900 2.477 2.699 11.908
5936 4.017 0.692 54.244
3861 2.827 2.779 2.737
4667 4.668 0.832 40.92
6601 3.488 1.7 16.91
6434 4.954 2.288 24.815
4361 3.015 0.248 35.18
3164 4.478 2.241 11.502
5098 2.553 1.232 49.37
5298 4.761 2.046 31.696
3497 3.583 1.413 28.313
4035 3.924 2.467 45.871
6227 2.732 0.054 14.987
6799 4.198 1.016 6.113
4998 2.271 1.508 50.854
3538 5.234 0.5 20.301
5729 3.297 2.961 37.543
5533 5.142 1.377 9.634
3732 3.202 1.917 47.501
4803 4.293 0.112 23.809
6995 2.363 2.62 34.175
6032 3.829 1.661 42.086
4232 2.64 1.074 18.077
3301 4.853 2.833 56.274
5492 3.678 0.465 4.766
5169 4.386 2.625 21.467
3094 2.458 0.634 38.709
4430 5.049 1.829 8.143
6363 3.107 0.868 52.883
6670 4.573 0.284 44.003
4596 3.396 2.416 13.118
3933 4.109 1.175 30.69
5866 2.922 2.088 27.308
5764 4.599 2.516 4.577
3939 3.557 0.009 56.087
4526 3.948 2.0 18.749
6710 2.895 1.461 42.757
6262 4.407 0.546 33.559
4439 2.624 2.913 23.191
3024 4.882 0.968 47.742
5207 3.087 1.553 9.877
5376 3.855 0.787 26.689
3325 2.801 1.749 30.073
4144 4.692 0.74 13.361
6086 3.652 2.733 44.244
6877 5.163 2.193 52.696
4826 3.369 1.278 7.954
3648 4.126 2.333 39.38
5588 2.343 0.2 22.139
5643 4.224 1.783 49.127
3592 2.432 0.917 11.261
4881 5.073 2.674 35.799
6824 3.27 0.589 25.432
6142 4.782 1.126 16.24
4091 3.749 2.133 40.248
3379 3.757 0.329 2.924
5320 2.712 2.368 54.433
5029 4.98 0.16 36.87
3204 3.176 2.575 19.63
4258 4.318 1.332 51.043
6441 2.527 1.966 6.3
6529 4.038 2.878 14.746
4705 2.994 0.416 45.629
3761 4.501 1.612 28.93
5944 3.468 1.12 32.315
5962 4.184 2.822 25.659
3770 2.285 0.455 36.025
4699 5.222 1.649 10.611
6500 3.309 1.064 48.478
6463 4.752 0.105 55.069
4272 3.592 2.612 3.56
3202 3.913 1.37 40.035
5003 2.744 1.909 16.026
5334 4.94 1.187 6.951
3400 3.029 2.102 51.691
4065 4.466 0.296 19.402
6140 2.565 2.429 36.645
6833 4.008 1.846 32.526
4900 2.836 0.884 29.144
3563 4.657 2.642 44.994
5636 3.499 0.649 14.109
5567 4.559 2.23 42.978
3634 3.41 1.223 18.968
4828 4.097 2.277 55.429
6903 2.934 0.239 3.922
6068 4.377 0.826 10.518
4135 2.467 1.692 48.386
3331 5.038 0.685 22.986
5405 3.119 2.771 33.351
5198 3.815 0.513 44.901
3005 2.654 2.975 14.017
4468 4.841 1.029 29.853
6269 3.69 1.522 26.47
6696 5.133 2.484 22.345
4505 3.211 0.069 39.587
3965 4.282 2.062 7.312
5765 2.374 1.429 52.053
5853 5.199 0.345 34.399
3911 3.331 2.385 24.032
4621 4.162 1.141 46.854
6672 2.307 2.15 8.988
6353 3.888 2.688 5.398
4412 2.768 0.601 56.907
3124 4.726 1.797 17.868
5175 3.617 0.929 41.876
5475 4.444 1.605 53.53
3291 2.587 1.113 8.788
4237 4.918 2.87 38.485
6062 3.051 0.41 21.245
6974 4.632 1.322 27.516
4790 3.524 1.955 30.901
3735 3.983 0.15 12.487
5558 2.861 2.563 43.369
5739 4.075 0.983 17.128
3556 2.956 1.57 41.135
4968 4.537 0.561 2.082
6793 3.432 2.93 53.593
6240 5.013 2.014 50.008
4057 3.143 1.474 12.143
3472 4.351 2.53 34.978
5295 2.492 0.021 24.611
5120 4.819 2.325 15.64
3177 3.713 0.193 46.524
4358 3.793 2.185 28.096
6409 2.676 1.271 31.48
6618 4.257 0.73 37.745
4677 2.399 2.722 20.505
3856 5.108 0.778 50.215
5906 3.236 1.738 5.473
5879 4.706 0.857 46.063
3820 3.639 1.864 15.181
4641 3.856 0.622 31.88
6591 2.799 2.66 28.495
6381 4.148 2.076 20.052
4324 2.32 1.21 37.292
3143 5.173 2.404 5.879
5092 3.359 0.319 50.622
5261 3.949 2.585 40.683
3444 2.894 0.124 16.674
4029 4.613 1.882 53.998
6206 3.544 1.389 2.489
6758 4.893 0.43 11.682
4942 3.077 2.844 49.548
3529 4.428 1.039 25.011
5704 2.603 1.672 35.377
5523 4.331 0.089 8.389
3707 2.514 2.455 53.131
4762 4.981 1.449 21.704
6939 3.174 2.034 38.945
6026 4.523 2.996 30.495
4210 3.445 0.489 27.11
3264 4.048 1.543 43.823
5439 2.984 1.005 12.94
5148 5.074 1.712 23.626
3089 3.269 0.797 33.993
4377 4.238 2.79 9.442
6326 2.419 0.657 47.307
6644 3.768 1.244 56.508
4586 2.702 2.205 4.998
3876 4.803 0.26 42.335
5825 3.728 2.253 18.328
5801 3.928 1.93 13.556
3992 2.728 1.344 44.441
4532 4.777 2.539 26.87
6732 3.567 0.171 30.252
6303 5.242 1.085 39.134
4496 3.29 1.624 21.892
3033 4.217 0.381 52.458
5232 2.252 2.89 7.718
5433 4.684 0.577 18.515
3366 3.472 2.709 42.524
4169 4.021 0.905 4.327
6096 2.822 1.818 55.836
6929 4.497 2.356 47.926
4863 2.533 0.365 10.059
3669 4.961 2.121 33.751
5594 3.008 1.161 23.385
5664 5.053 2.745 51.292
3598 3.103 0.705 6.551
4934 4.402 1.761 37.105
6861 2.442 0.752 19.863
6167 4.117 0.211 28.738
4101 2.915 2.298 32.121
3436 4.592 1.29 14.562
5361 3.377 2.157 45.446
5038 4.309 1.497 35.618
3229 2.347 1.988 25.253
4299 5.146 0.044 48.931
6498 3.197 2.504 11.064
6535 4.872 1.588 3.161
4727 3.659 0.956 54.669
3798 3.836 2.948 16.485
5997 2.633 0.535 40.496
